arrived,avg_payload_bytes,collisions,cpu_sys_s,cpu_user_s,e2e_delay_ms,enable_dynamic_mobility,enable_obstacle_avoidance,error_msg,hop_count,mac_delay_ms,mac_mode,max_rss_mb,n_drones,payload_mode,payload_var_bytes,pdr_percent,per_node_rate,routing_load,scenario_id,scenario_key,seed,sent,status,throughput_kbps,total_traffic_rate,traffic_pattern,uniform_iat_us,wall_s
0,1024,100,0.53,3.04,nan,True,True,,nan,nan,TDMA,331.078125,10,fixed,0,0.0,0.1,inf,28e0c2b683ae,"mac_mode=TDMA|traffic_pattern=Poisson|total_traffic_rate=1|uniform_iat_us=(500000, 505000)|payload_mode=fixed|avg_payload_bytes=1024|payload_var_bytes=0|enable_dynamic_mobility=True|enable_obstacle_avoidance=True",2025,0,ok,0.0,1,Poisson,"(500000, 505000)",0.3971386730000859
0,1024,100,0.5499999999999999,3.07,nan,True,True,,nan,nan,TDMA,330.29296875,10,fixed,0,0.0,0.2,inf,ca644275c09d,"mac_mode=TDMA|traffic_pattern=Poisson|total_traffic_rate=2|uniform_iat_us=(500000, 505000)|payload_mode=fixed|avg_payload_bytes=1024|payload_var_bytes=0|enable_dynamic_mobility=True|enable_obstacle_avoidance=True",2025,0,ok,0.0,2,Poisson,"(500000, 505000)",0.5052618640000901
