NOISE_POWER,SNR_THRESHOLD,sent,arrived,pdr_percent,e2e_delay_ms,routing_load,throughput_kbps,hop_count,collisions,mac_delay_ms,inference_time_s,seed,timestamp
1e-11,4,1564,821,52.49360613810742,3212.388710109622,1.0548112058465287,5.684451777652104,1.3191230207064555,2810,69.4085029991431,148.50519394874573,2025,2026-02-03T18:40:33.148468
4e-11,4,1564,566,36.18925831202046,4117.087106007067,1.6713780918727916,8.247122294033211,1.5123674911660778,2840,85.21862222222222,148.8525161743164,2025,2026-02-03T18:40:33.524079
1e-10,4,1564,524,33.50383631713555,2436.7556488549617,1.9293893129770991,33.90020046691302,1.3625954198473282,2061,44.92342443729903,150.77242803573608,2025,2026-02-03T18:40:35.443998
1e-11,6,1564,758,48.46547314578005,3402.681072559367,1.3970976253298153,9.341934558066132,1.3007915567282322,3022,70.49233800186741,148.4436013698578,2025,2026-02-03T18:40:33.148328
4e-11,6,1564,394,25.191815856777495,3908.702324873096,2.3883248730964466,10.589150088243553,1.4619289340101522,2583,74.69860746812385,150.5358829498291,2025,2026-02-03T18:40:35.275345
1e-10,6,1564,445,28.452685421994882,1908.289040449438,1.8898876404494382,35.421772061804376,1.4921348314606742,1916,58.18115963060686,152.38731169700623,2025,2026-02-03T18:40:37.153972
1e-11,10,1564,466,29.795396419437342,4408.991096566523,1.9506437768240343,10.474007081380252,1.446351931330472,2780,80.0082772861357,151.21366095542908,2025,2026-02-03T18:40:35.992723
4e-11,10,1564,455,29.092071611253196,1966.839679120879,1.6967032967032967,29.668654112741883,1.4505494505494505,2078,50.733705333333326,151.2039828300476,2025,2026-02-03T18:40:35.988688
1e-10,10,1564,208,13.299232736572892,1328.500826923077,3.5336538461538463,62.22127979540181,1.375,1785,51.658418181818185,154.14766097068787,2025,2026-02-03T18:40:38.933412
